Type,Xmin,Ymin,Xmax,Ymax,Area
Glioma,35.0,42.0,62.0,61.0,513.0
Meningioma,18.0,30.0,64.0,69.0,1794.0
Metastatic,32.0,42.0,65.0,63.0,693.0
Meningioma,65.0,18.0,103.0,53.0,1330.0
Glioma,35.0,91.0,66.0,121.0,930.0
Meningioma,20.0,79.0,86.0,126.0,3102.0
Metastatic,31.0,91.0,66.0,124.0,1155.0
Glioma,49.0,107.0,52.0,111.0,12.0
Meningioma,25.0,84.0,108.0,126.0,3486.0
Metastatic,49.0,107.0,55.0,109.0,12.0
Meningioma,9.0,50.0,75.0,71.0,1386.0
Meningioma,44.0,72.0,107.0,124.0,3276.0
Glioma,29.0,69.0,94.0,127.0,3770.0
Meningioma,29.0,70.0,123.0,126.0,5264.0
Metastatic,43.0,75.0,92.0,108.0,1617.0
Glioma,36.0,64.0,71.0,90.0,910.0
Meningioma,35.0,58.0,88.0,98.0,2120.0
Metastatic,41.0,65.0,71.0,87.0,660.0
Glioma,37.0,17.0,50.0,37.0,260.0
Meningioma,37.0,16.0,55.0,40.0,432.0
Meningioma,86.0,76.0,93.0,87.0,77.0
Meningioma,49.0,91.0,53.0,93.0,8.0
Meningioma,75.0,17.0,118.0,40.0,989.0
Metastatic,81.0,18.0,108.0,34.0,432.0
Meningioma,96.0,73.0,138.0,109.0,1512.0
Metastatic,105.0,83.0,123.0,95.0,216.0
Glioma,92.0,9.0,101.0,23.0,126.0
Meningioma,62.0,6.0,118.0,51.0,2520.0
Metastatic,85.0,7.0,103.0,29.0,396.0
Meningioma,37.0,21.0,52.0,41.0,300.0
Meningioma,77.0,28.0,101.0,101.0,1752.0
Glioma,50.0,72.0,79.0,109.0,1073.0
Meningioma,43.0,71.0,92.0,117.0,2254.0
Glioma,0.0,8.0,73.0,88.0,5840.0
Meningioma,0.0,25.0,70.0,88.0,4410.0
Metastatic,0.0,8.0,74.0,84.0,5624.0
Glioma,15.0,35.0,32.0,46.0,187.0
Meningioma,7.0,23.0,62.0,58.0,1925.0
Metastatic,18.0,32.0,45.0,51.0,513.0
Meningioma,27.0,87.0,59.0,120.0,1056.0
Glioma,0.0,23.0,62.0,85.0,3844.0
Meningioma,0.0,20.0,77.0,90.0,5390.0
Metastatic,0.0,40.0,60.0,70.0,1800.0
Glioma,34.0,2.0,104.0,52.0,3500.0
Meningioma,30.0,6.0,110.0,54.0,3840.0
Glioma,0.0,33.0,45.0,83.0,2250.0
Meningioma,21.0,11.0,93.0,86.0,5400.0
Meningioma,90.0,90.0,122.0,105.0,480.0
Glioma,92.0,10.0,131.0,45.0,1365.0
Meningioma,86.0,9.0,138.0,56.0,2444.0
Metastatic,80.0,4.0,136.0,45.0,2296.0
Meningioma,125.0,62.0,138.0,88.0,338.0
Glioma,87.0,46.0,118.0,68.0,682.0
Meningioma,73.0,16.0,122.0,72.0,2744.0
Metastatic,88.0,48.0,115.0,67.0,513.0
Glioma,38.0,88.0,62.0,116.0,672.0
Meningioma,37.0,86.0,52.0,113.0,405.0
Glioma,99.0,86.0,138.0,117.0,1209.0
Meningioma,82.0,86.0,131.0,120.0,1666.0
Metastatic,95.0,79.0,138.0,122.0,1849.0
Meningioma,64.0,72.0,129.0,118.0,2990.0
Meningioma,99.0,93.0,121.0,103.0,220.0
Glioma,19.0,74.0,32.0,92.0,234.0
Meningioma,0.0,48.0,72.0,118.0,5040.0
Metastatic,0.0,69.0,47.0,88.0,893.0
Glioma,90.0,91.0,126.0,119.0,1008.0
Meningioma,72.0,64.0,138.0,121.0,3762.0
Metastatic,84.0,85.0,132.0,122.0,1776.0
Glioma,0.0,76.0,35.0,100.0,840.0
Meningioma,0.0,70.0,38.0,103.0,1254.0
Glioma,32.0,50.0,68.0,71.0,756.0
Meningioma,23.0,31.0,78.0,88.0,3135.0
Metastatic,29.0,29.0,79.0,78.0,2450.0
Glioma,57.0,90.0,73.0,109.0,304.0
Meningioma,33.0,63.0,122.0,131.0,6052.0
Metastatic,35.0,82.0,84.0,122.0,1960.0
Glioma,51.0,108.0,100.0,131.0,1127.0
Meningioma,34.0,76.0,138.0,131.0,5720.0
Metastatic,51.0,110.0,101.0,131.0,1050.0
Glioma,4.0,52.0,54.0,92.0,2000.0
Meningioma,0.0,45.0,73.0,122.0,5621.0
Metastatic,5.0,54.0,23.0,80.0,468.0
Meningioma,57.0,88.0,99.0,122.0,1428.0
Glioma,40.0,94.0,74.0,122.0,952.0
Meningioma,37.0,84.0,78.0,123.0,1599.0
Glioma,0.0,51.0,70.0,105.0,3780.0
Meningioma,0.0,37.0,78.0,125.0,6864.0
Metastatic,0.0,66.0,57.0,100.0,1938.0
Glioma,6.0,64.0,49.0,93.0,1247.0
Meningioma,22.0,73.0,55.0,95.0,726.0
Metastatic,20.0,69.0,34.0,81.0,168.0
Glioma,90.0,64.0,138.0,102.0,1824.0
Meningioma,82.0,63.0,138.0,110.0,2632.0
Metastatic,87.0,63.0,138.0,104.0,2091.0
Glioma,0.0,67.0,37.0,94.0,999.0
Meningioma,0.0,67.0,56.0,110.0,2408.0
Metastatic,0.0,67.0,37.0,95.0,1036.0
Meningioma,0.0,29.0,40.0,66.0,1480.0
Glioma,13.0,56.0,50.0,88.0,1184.0
Meningioma,13.0,50.0,60.0,90.0,1880.0
Meningioma,93.0,77.0,138.0,119.0,1890.0
Glioma,114.0,86.0,136.0,119.0,726.0
Meningioma,102.0,84.0,138.0,121.0,1332.0
Metastatic,116.0,85.0,136.0,119.0,680.0
Glioma,50.0,58.0,60.0,68.0,100.0
Meningioma,25.0,19.0,82.0,70.0,2907.0
Metastatic,51.0,53.0,72.0,72.0,399.0
Glioma,97.0,124.0,100.0,127.0,9.0
Meningioma,44.0,97.0,107.0,131.0,2142.0
Glioma,83.0,22.0,111.0,44.0,616.0
Meningioma,59.0,3.0,135.0,56.0,4028.0
Metastatic,69.0,15.0,125.0,57.0,2352.0
Glioma,109.0,93.0,138.0,121.0,812.0
Meningioma,96.0,84.0,138.0,112.0,1176.0
Metastatic,105.0,85.0,138.0,121.0,1188.0
Glioma,1.0,57.0,61.0,96.0,2340.0
Meningioma,0.0,46.0,92.0,113.0,6164.0
Metastatic,14.0,57.0,58.0,67.0,440.0
Glioma,91.0,2.0,111.0,29.0,540.0
Meningioma,57.0,0.0,132.0,53.0,3975.0
Metastatic,92.0,8.0,106.0,29.0,294.0
Meningioma,15.0,102.0,33.0,112.0,180.0
Glioma,112.0,99.0,120.0,113.0,112.0
Meningioma,21.0,33.0,138.0,128.0,11115.0
Metastatic,97.0,93.0,134.0,115.0,814.0
Glioma,58.0,38.0,71.0,49.0,143.0
Meningioma,58.0,41.0,96.0,58.0,646.0
Meningioma,17.0,31.0,39.0,48.0,374.0
Glioma,22.0,20.0,45.0,36.0,368.0
Meningioma,42.0,14.0,60.0,37.0,414.0
Metastatic,19.0,17.0,50.0,39.0,682.0
Glioma,81.0,27.0,127.0,58.0,1426.0
Meningioma,74.0,14.0,138.0,67.0,3392.0
Metastatic,79.0,25.0,132.0,62.0,1961.0
Glioma,50.0,0.0,90.0,47.0,1880.0
Meningioma,38.0,0.0,114.0,45.0,3420.0
Metastatic,50.0,4.0,80.0,37.0,990.0
Meningioma,0.0,64.0,60.0,108.0,2640.0
Meningioma,47.0,7.0,107.0,55.0,2880.0
Meningioma,8.0,19.0,86.0,59.0,3120.0
Glioma,81.0,14.0,135.0,65.0,2754.0
Meningioma,77.0,16.0,130.0,65.0,2597.0
Glioma,25.0,90.0,75.0,119.0,1450.0
Meningioma,38.0,79.0,98.0,129.0,3000.0
Metastatic,21.0,83.0,85.0,124.0,2624.0
Meningioma,14.0,73.0,70.0,102.0,1624.0
Glioma,32.0,31.0,63.0,58.0,837.0
Meningioma,5.0,12.0,76.0,68.0,3976.0
Metastatic,27.0,19.0,72.0,66.0,2115.0
Meningioma,0.0,46.0,27.0,67.0,567.0
Meningioma,54.0,106.0,55.0,108.0,2.0
Glioma,45.0,86.0,52.0,97.0,77.0
Meningioma,35.0,85.0,94.0,107.0,1298.0
Metastatic,45.0,85.0,47.0,87.0,4.0
Glioma,88.0,54.0,102.0,61.0,98.0
Meningioma,74.0,24.0,120.0,62.0,1748.0
Metastatic,85.0,42.0,117.0,64.0,704.0
Glioma,35.0,30.0,72.0,65.0,1295.0
Meningioma,8.0,21.0,89.0,68.0,3807.0
Metastatic,36.0,30.0,73.0,65.0,1295.0
Meningioma,87.0,83.0,138.0,123.0,2040.0
Metastatic,113.0,104.0,132.0,117.0,247.0
Meningioma,38.0,76.0,107.0,114.0,2622.0
Glioma,93.0,94.0,107.0,112.0,252.0
Meningioma,72.0,86.0,120.0,119.0,1584.0
Metastatic,77.0,90.0,112.0,116.0,910.0
Glioma,73.0,77.0,108.0,101.0,840.0
Meningioma,6.0,45.0,130.0,112.0,8308.0
Glioma,40.0,33.0,61.0,48.0,315.0
Meningioma,36.0,10.0,89.0,54.0,2332.0
Glioma,80.0,122.0,86.0,124.0,12.0
Meningioma,60.0,85.0,117.0,123.0,2166.0
Metastatic,78.0,96.0,109.0,125.0,899.0
Glioma,106.0,46.0,127.0,58.0,252.0
Meningioma,83.0,22.0,137.0,61.0,2106.0
Metastatic,92.0,37.0,130.0,64.0,1026.0
Glioma,94.0,30.0,128.0,63.0,1122.0
Meningioma,85.0,24.0,131.0,77.0,2438.0
Metastatic,91.0,33.0,130.0,67.0,1326.0
Glioma,107.0,17.0,109.0,19.0,4.0
Meningioma,106.0,15.0,133.0,51.0,972.0
Metastatic,106.0,16.0,121.0,31.0,225.0
Glioma,95.0,41.0,128.0,62.0,693.0
Meningioma,40.0,22.0,130.0,63.0,3690.0
Metastatic,87.0,35.0,133.0,66.0,1426.0
Glioma,20.0,20.0,79.0,52.0,1888.0
Meningioma,3.0,4.0,108.0,61.0,5985.0
Metastatic,14.0,23.0,78.0,54.0,1984.0
Glioma,0.0,24.0,39.0,66.0,1638.0
Meningioma,0.0,17.0,66.0,79.0,4092.0
Metastatic,0.0,16.0,58.0,74.0,3364.0
Glioma,75.0,61.0,87.0,72.0,132.0
Meningioma,63.0,38.0,101.0,81.0,1634.0
Metastatic,77.0,57.0,94.0,76.0,323.0
Glioma,48.0,64.0,100.0,96.0,1664.0
Meningioma,43.0,64.0,102.0,100.0,2124.0
Glioma,70.0,18.0,128.0,49.0,1798.0
Meningioma,44.0,5.0,138.0,67.0,5828.0
Metastatic,63.0,7.0,137.0,59.0,3848.0
Meningioma,73.0,24.0,99.0,38.0,364.0
Glioma,56.0,16.0,66.0,23.0,70.0
Meningioma,30.0,5.0,88.0,42.0,2146.0
Metastatic,52.0,13.0,68.0,28.0,240.0
Meningioma,29.0,71.0,68.0,93.0,858.0
Meningioma,79.0,39.0,105.0,65.0,676.0
Meningioma,58.0,34.0,61.0,38.0,12.0
Glioma,37.0,49.0,59.0,75.0,572.0
Meningioma,0.0,19.0,75.0,85.0,4950.0
Metastatic,26.0,44.0,63.0,79.0,1295.0
Meningioma,1.0,35.0,50.0,69.0,1666.0
Glioma,78.0,85.0,99.0,102.0,357.0
Meningioma,50.0,77.0,115.0,118.0,2665.0
Metastatic,76.0,80.0,101.0,101.0,525.0
Glioma,32.0,19.0,67.0,31.0,420.0
Meningioma,29.0,6.0,100.0,50.0,3124.0
Glioma,82.0,58.0,102.0,84.0,520.0
Meningioma,29.0,52.0,106.0,98.0,3542.0
Glioma,106.0,94.0,114.0,105.0,88.0
Meningioma,1.0,26.0,137.0,129.0,14008.0
Metastatic,36.0,44.0,126.0,114.0,6300.0
Glioma,77.0,106.0,107.0,122.0,480.0
Meningioma,56.0,85.0,117.0,121.0,2196.0
Metastatic,69.0,93.0,113.0,125.0,1408.0
Meningioma,31.0,32.0,78.0,77.0,2115.0
Meningioma,11.0,19.0,95.0,118.0,8316.0
Glioma,78.0,52.0,100.0,87.0,770.0
Meningioma,40.0,65.0,135.0,103.0,3610.0
Metastatic,74.0,49.0,116.0,96.0,1974.0
Glioma,22.0,29.0,66.0,70.0,1804.0
Meningioma,4.0,20.0,79.0,82.0,4650.0
Metastatic,21.0,29.0,71.0,74.0,2250.0
Glioma,38.0,32.0,41.0,33.0,3.0
Meningioma,39.0,14.0,108.0,58.0,3036.0
Metastatic,36.0,12.0,96.0,44.0,1920.0
Glioma,25.0,113.0,28.0,118.0,15.0
Meningioma,0.0,89.0,52.0,125.0,1872.0
Metastatic,14.0,99.0,34.0,118.0,380.0
Glioma,87.0,9.0,138.0,43.0,1734.0
Meningioma,75.0,1.0,138.0,45.0,2772.0
Metastatic,89.0,9.0,138.0,43.0,1666.0
Meningioma,74.0,40.0,105.0,50.0,310.0
Glioma,40.0,85.0,83.0,122.0,1591.0
Meningioma,32.0,71.0,110.0,129.0,4524.0
Metastatic,33.0,83.0,87.0,124.0,2214.0
Glioma,54.0,90.0,56.0,92.0,4.0
Meningioma,34.0,81.0,73.0,103.0,858.0
Metastatic,46.0,74.0,61.0,96.0,330.0
Glioma,93.0,10.0,100.0,18.0,56.0
Meningioma,65.0,6.0,119.0,53.0,2538.0
Metastatic,86.0,8.0,103.0,28.0,340.0
Glioma,0.0,51.0,70.0,106.0,3850.0
Meningioma,0.0,37.0,79.0,122.0,6715.0
Metastatic,0.0,58.0,63.0,103.0,2835.0
Glioma,99.0,77.0,103.0,82.0,20.0
Meningioma,24.0,30.0,124.0,107.0,7700.0
Glioma,89.0,27.0,129.0,63.0,1440.0
Meningioma,74.0,16.0,133.0,65.0,2891.0
Metastatic,87.0,24.0,129.0,63.0,1638.0
Meningioma,16.0,70.0,60.0,84.0,616.0
Glioma,0.0,14.0,34.0,43.0,986.0
Meningioma,0.0,18.0,34.0,43.0,850.0
Glioma,115.0,90.0,138.0,120.0,690.0
Meningioma,67.0,80.0,138.0,131.0,3621.0
Metastatic,115.0,92.0,138.0,120.0,644.0
Glioma,133.0,79.0,138.0,81.0,10.0
Meningioma,107.0,71.0,138.0,112.0,1271.0
Metastatic,132.0,79.0,138.0,93.0,84.0
Glioma,74.0,21.0,93.0,38.0,323.0
Meningioma,43.0,5.0,122.0,61.0,4424.0
Metastatic,70.0,16.0,101.0,38.0,682.0
Glioma,68.0,98.0,86.0,115.0,306.0
Meningioma,45.0,88.0,117.0,124.0,2592.0
Metastatic,65.0,93.0,107.0,118.0,1050.0
Glioma,71.0,0.0,73.0,3.0,6.0
Meningioma,24.0,0.0,128.0,61.0,6344.0
Metastatic,46.0,7.0,83.0,15.0,296.0
Glioma,36.0,15.0,63.0,41.0,702.0
Meningioma,25.0,2.0,97.0,58.0,4032.0
Metastatic,35.0,17.0,61.0,40.0,598.0
Meningioma,78.0,33.0,107.0,41.0,232.0
Glioma,80.0,12.0,93.0,18.0,78.0
Meningioma,54.0,0.0,101.0,25.0,1175.0
Metastatic,70.0,0.0,99.0,25.0,725.0
Glioma,54.0,21.0,59.0,26.0,25.0
Meningioma,43.0,11.0,82.0,38.0,1053.0
Metastatic,47.0,16.0,67.0,38.0,440.0
Glioma,53.0,15.0,93.0,40.0,1000.0
Meningioma,46.0,10.0,133.0,48.0,3306.0
Glioma,62.0,79.0,71.0,85.0,54.0
Meningioma,40.0,71.0,99.0,98.0,1593.0
Metastatic,58.0,74.0,84.0,94.0,520.0
Glioma,29.0,45.0,66.0,96.0,1887.0
Meningioma,12.0,23.0,76.0,110.0,5568.0
Metastatic,27.0,49.0,65.0,107.0,2204.0
Meningioma,52.0,12.0,68.0,36.0,384.0
Meningioma,40.0,9.0,106.0,58.0,3234.0
Metastatic,47.0,40.0,49.0,44.0,8.0
Glioma,24.0,35.0,65.0,68.0,1353.0
Meningioma,5.0,22.0,77.0,81.0,4248.0
Metastatic,22.0,33.0,69.0,71.0,1786.0
Glioma,0.0,73.0,27.0,110.0,999.0
Meningioma,0.0,57.0,81.0,123.0,5346.0
Metastatic,0.0,69.0,42.0,108.0,1638.0
Glioma,55.0,89.0,57.0,90.0,2.0
Meningioma,34.0,87.0,119.0,129.0,3570.0
Glioma,39.0,81.0,103.0,130.0,3136.0
Meningioma,38.0,76.0,108.0,125.0,3430.0
Metastatic,70.0,106.0,92.0,126.0,440.0
Glioma,47.0,10.0,61.0,21.0,154.0
Meningioma,33.0,0.0,79.0,33.0,1518.0
Metastatic,40.0,0.0,72.0,26.0,832.0
Glioma,84.0,11.0,126.0,46.0,1470.0
Meningioma,38.0,2.0,138.0,64.0,6200.0
Metastatic,84.0,8.0,126.0,46.0,1596.0
Glioma,63.0,33.0,83.0,44.0,220.0
Meningioma,54.0,11.0,114.0,53.0,2520.0
Metastatic,59.0,27.0,89.0,48.0,630.0
Glioma,11.0,66.0,36.0,82.0,400.0
Meningioma,11.0,67.0,64.0,84.0,901.0
Metastatic,11.0,66.0,37.0,84.0,468.0
Meningioma,42.0,0.0,117.0,61.0,4575.0
Glioma,75.0,88.0,109.0,121.0,1122.0
Meningioma,48.0,84.0,125.0,131.0,3619.0
Metastatic,75.0,88.0,107.0,121.0,1056.0
Glioma,81.0,7.0,136.0,51.0,2420.0
Meningioma,52.0,4.0,138.0,60.0,4816.0
Metastatic,79.0,7.0,135.0,46.0,2184.0
Meningioma,56.0,84.0,82.0,103.0,494.0
Meningioma,31.0,17.0,84.0,56.0,2067.0
Glioma,51.0,35.0,58.0,42.0,49.0
Meningioma,40.0,15.0,70.0,49.0,1020.0
Glioma,32.0,84.0,68.0,122.0,1368.0
Meningioma,37.0,97.0,129.0,129.0,2944.0
Metastatic,28.0,77.0,69.0,122.0,1845.0
Glioma,4.0,12.0,67.0,79.0,4221.0
Meningioma,0.0,16.0,113.0,101.0,9605.0
Metastatic,24.0,33.0,49.0,61.0,700.0
Glioma,7.0,15.0,83.0,67.0,3952.0
Glioma,65.0,104.0,108.0,130.0,1118.0
Meningioma,37.0,63.0,122.0,128.0,5525.0
Metastatic,60.0,80.0,109.0,131.0,2499.0
Meningioma,40.0,71.0,60.0,80.0,180.0
Glioma,38.0,12.0,66.0,35.0,644.0
Meningioma,31.0,11.0,90.0,39.0,1652.0
Metastatic,30.0,3.0,72.0,36.0,1386.0
Glioma,21.0,32.0,42.0,47.0,315.0
Meningioma,32.0,28.0,62.0,51.0,690.0
Glioma,0.0,67.0,37.0,95.0,1036.0
Meningioma,0.0,68.0,56.0,108.0,2240.0
Metastatic,0.0,67.0,37.0,94.0,999.0
Meningioma,100.0,46.0,103.0,48.0,6.0
Meningioma,66.0,71.0,78.0,80.0,108.0
Glioma,42.0,11.0,60.0,21.0,180.0
Glioma,64.0,32.0,84.0,47.0,300.0
Meningioma,20.0,4.0,126.0,81.0,8162.0
Metastatic,55.0,24.0,88.0,53.0,957.0
Glioma,93.0,70.0,136.0,102.0,1376.0
Meningioma,59.0,65.0,138.0,128.0,4977.0
Metastatic,90.0,70.0,138.0,102.0,1536.0
Glioma,20.0,23.0,69.0,74.0,2499.0
Meningioma,20.0,44.0,69.0,71.0,1323.0
Metastatic,29.0,23.0,67.0,63.0,1520.0
Glioma,50.0,104.0,66.0,118.0,224.0
Meningioma,41.0,77.0,86.0,126.0,2205.0
Metastatic,44.0,103.0,70.0,120.0,442.0
Meningioma,84.0,77.0,138.0,112.0,1890.0
Glioma,27.0,35.0,64.0,59.0,888.0
Meningioma,17.0,22.0,80.0,63.0,2583.0
Metastatic,27.0,34.0,69.0,61.0,1134.0
Meningioma,60.0,80.0,100.0,92.0,480.0
Meningioma,73.0,31.0,88.0,43.0,180.0
Glioma,38.0,99.0,58.0,105.0,120.0
Meningioma,43.0,102.0,66.0,119.0,391.0
Metastatic,31.0,85.0,60.0,103.0,522.0
Glioma,123.0,99.0,134.0,107.0,88.0
Meningioma,93.0,90.0,138.0,132.0,1890.0
Metastatic,121.0,109.0,123.0,111.0,4.0
Meningioma,100.0,86.0,125.0,114.0,700.0
Metastatic,41.0,90.0,69.0,119.0,812.0
Glioma,42.0,79.0,74.0,104.0,800.0
Meningioma,36.0,77.0,98.0,116.0,2418.0
Metastatic,45.0,78.0,72.0,96.0,486.0
Glioma,97.0,41.0,125.0,58.0,476.0
Meningioma,76.0,17.0,136.0,63.0,2760.0
Metastatic,85.0,31.0,128.0,66.0,1505.0
Glioma,0.0,35.0,23.0,66.0,713.0
Meningioma,0.0,37.0,54.0,76.0,2106.0
Metastatic,6.0,54.0,22.0,60.0,96.0
Glioma,35.0,19.0,79.0,47.0,1232.0
Meningioma,30.0,6.0,99.0,48.0,2898.0
Metastatic,31.0,16.0,87.0,48.0,1792.0
Glioma,86.0,11.0,133.0,41.0,1410.0
Meningioma,56.0,8.0,136.0,58.0,4000.0
Metastatic,87.0,8.0,132.0,45.0,1665.0
Meningioma,25.0,51.0,32.0,56.0,35.0
Glioma,130.0,77.0,138.0,88.0,88.0
Meningioma,84.0,70.0,138.0,113.0,2322.0
Metastatic,129.0,71.0,138.0,95.0,216.0
Glioma,120.0,83.0,138.0,107.0,432.0
Meningioma,102.0,73.0,138.0,122.0,1764.0
Metastatic,120.0,83.0,138.0,106.0,414.0
Glioma,66.0,13.0,106.0,38.0,1000.0
Meningioma,24.0,7.0,129.0,64.0,5985.0
Metastatic,57.0,2.0,109.0,51.0,2548.0
Glioma,65.0,68.0,125.0,101.0,1980.0
Meningioma,61.0,65.0,138.0,123.0,4466.0
Metastatic,64.0,65.0,128.0,101.0,2304.0
Glioma,0.0,66.0,23.0,85.0,437.0
Meningioma,9.0,59.0,68.0,97.0,2242.0
Metastatic,0.0,66.0,35.0,90.0,840.0
Meningioma,32.0,83.0,73.0,107.0,984.0
Metastatic,55.0,90.0,63.0,96.0,48.0
Glioma,0.0,37.0,22.0,64.0,594.0
Meningioma,0.0,35.0,48.0,76.0,1968.0
Metastatic,2.0,42.0,21.0,47.0,95.0
Glioma,40.0,89.0,104.0,124.0,2240.0
Meningioma,27.0,84.0,116.0,128.0,3916.0
Metastatic,67.0,95.0,73.0,113.0,108.0
Glioma,68.0,83.0,98.0,107.0,720.0
Meningioma,44.0,77.0,112.0,119.0,2856.0
Metastatic,66.0,80.0,102.0,109.0,1044.0
Glioma,40.0,79.0,86.0,113.0,1564.0
Meningioma,39.0,76.0,91.0,116.0,2080.0
Glioma,85.0,85.0,108.0,108.0,529.0
Meningioma,51.0,77.0,120.0,130.0,3657.0
Metastatic,79.0,87.0,110.0,111.0,744.0
Meningioma,61.0,21.0,123.0,41.0,1240.0
Glioma,13.0,22.0,82.0,68.0,3174.0
Meningioma,45.0,52.0,76.0,64.0,372.0
Meningioma,0.0,63.0,64.0,116.0,3392.0
Metastatic,11.0,96.0,20.0,103.0,63.0
Glioma,49.0,59.0,69.0,66.0,140.0
Meningioma,44.0,43.0,114.0,68.0,1750.0
Metastatic,44.0,53.0,73.0,68.0,435.0
Meningioma,25.0,65.0,80.0,101.0,1980.0
Meningioma,76.0,93.0,108.0,128.0,1120.0
Glioma,76.0,66.0,119.0,102.0,1548.0
Meningioma,60.0,68.0,124.0,101.0,2112.0
Metastatic,72.0,64.0,122.0,103.0,1950.0
Glioma,41.0,81.0,92.0,108.0,1377.0
Meningioma,39.0,80.0,94.0,116.0,1980.0
Metastatic,40.0,78.0,93.0,108.0,1590.0
Meningioma,51.0,78.0,127.0,113.0,2660.0
Meningioma,32.0,72.0,110.0,125.0,4134.0
Glioma,81.0,110.0,102.0,130.0,420.0
Meningioma,72.0,78.0,107.0,129.0,1785.0
Metastatic,80.0,108.0,103.0,131.0,529.0
Glioma,104.0,89.0,122.0,104.0,270.0
Meningioma,84.0,68.0,134.0,110.0,2100.0
Metastatic,105.0,87.0,127.0,104.0,374.0
Meningioma,0.0,29.0,58.0,78.0,2842.0
Metastatic,11.0,48.0,27.0,72.0,384.0
Glioma,27.0,76.0,60.0,117.0,1353.0
Meningioma,3.0,69.0,71.0,117.0,3264.0
Metastatic,24.0,73.0,67.0,119.0,1978.0
Meningioma,19.0,40.0,55.0,62.0,792.0
Glioma,30.0,82.0,99.0,121.0,2691.0
Meningioma,27.0,68.0,115.0,125.0,5016.0
Metastatic,31.0,81.0,101.0,121.0,2800.0
Glioma,99.0,107.0,114.0,126.0,285.0
Meningioma,80.0,88.0,132.0,130.0,2184.0
Metastatic,99.0,96.0,118.0,128.0,608.0
Glioma,0.0,8.0,64.0,73.0,4160.0
Meningioma,5.0,2.0,83.0,86.0,6552.0
Metastatic,7.0,43.0,41.0,64.0,714.0
Meningioma,4.0,18.0,90.0,61.0,3698.0
Glioma,59.0,60.0,62.0,64.0,12.0
Meningioma,69.0,55.0,81.0,66.0,132.0
Metastatic,55.0,55.0,74.0,68.0,247.0
Glioma,81.0,93.0,82.0,94.0,1.0
Meningioma,51.0,82.0,83.0,122.0,1280.0
Metastatic,75.0,88.0,86.0,98.0,110.0
Glioma,27.0,80.0,86.0,125.0,2655.0
Meningioma,26.0,88.0,116.0,123.0,3150.0
Metastatic,46.0,78.0,62.0,103.0,400.0
Meningioma,55.0,69.0,73.0,77.0,144.0
Meningioma,99.0,14.0,100.0,15.0,1.0
Glioma,12.0,76.0,33.0,95.0,399.0
Meningioma,15.0,72.0,87.0,109.0,2664.0
Metastatic,14.0,76.0,34.0,97.0,420.0
Meningioma,73.0,10.0,109.0,44.0,1224.0
Meningioma,36.0,56.0,54.0,91.0,630.0
Meningioma,35.0,70.0,79.0,97.0,1188.0
Glioma,53.0,18.0,84.0,63.0,1395.0
Meningioma,27.0,0.0,125.0,84.0,8232.0
Metastatic,48.0,15.0,88.0,66.0,2040.0
Glioma,0.0,75.0,28.0,105.0,840.0
Meningioma,0.0,56.0,82.0,124.0,5576.0
Metastatic,0.0,71.0,41.0,107.0,1476.0
Meningioma,39.0,26.0,72.0,45.0,627.0
Meningioma,61.0,29.0,137.0,49.0,1520.0
Glioma,45.0,47.0,51.0,53.0,36.0
Meningioma,12.0,24.0,65.0,55.0,1643.0
Metastatic,42.0,42.0,59.0,57.0,255.0
Glioma,48.0,98.0,58.0,111.0,130.0
Meningioma,43.0,92.0,65.0,116.0,528.0
Metastatic,50.0,98.0,57.0,106.0,56.0
Glioma,31.0,0.0,100.0,47.0,3243.0
Meningioma,32.0,5.0,107.0,58.0,3975.0
Glioma,112.0,16.0,138.0,54.0,988.0
Meningioma,77.0,0.0,138.0,60.0,3660.0
Metastatic,109.0,6.0,138.0,54.0,1392.0
Glioma,39.0,19.0,77.0,57.0,1444.0
Meningioma,28.0,8.0,99.0,50.0,2982.0
Metastatic,40.0,22.0,78.0,58.0,1368.0
Meningioma,35.0,10.0,126.0,53.0,3913.0
Metastatic,95.0,13.0,118.0,29.0,368.0
Meningioma,74.0,41.0,87.0,45.0,52.0
Meningioma,36.0,92.0,65.0,123.0,899.0
Glioma,83.0,23.0,86.0,32.0,27.0
Meningioma,55.0,10.0,130.0,53.0,3225.0
Metastatic,68.0,21.0,92.0,40.0,456.0
Meningioma,81.0,83.0,128.0,131.0,2256.0
Glioma,51.0,105.0,94.0,131.0,1118.0
Meningioma,45.0,81.0,112.0,131.0,3350.0
Metastatic,49.0,106.0,94.0,131.0,1125.0
Meningioma,57.0,74.0,120.0,130.0,3528.0
Metastatic,78.0,109.0,98.0,130.0,420.0
Glioma,72.0,29.0,87.0,38.0,135.0
Meningioma,63.0,22.0,96.0,53.0,1023.0
Metastatic,67.0,22.0,95.0,37.0,420.0
Glioma,27.0,11.0,81.0,55.0,2376.0
Meningioma,51.0,28.0,102.0,62.0,1734.0
Metastatic,25.0,11.0,86.0,58.0,2867.0
Meningioma,32.0,70.0,84.0,99.0,1508.0
Meningioma,51.0,5.0,113.0,31.0,1612.0
Glioma,41.0,89.0,64.0,115.0,598.0
Meningioma,30.0,77.0,105.0,126.0,3675.0
Metastatic,37.0,87.0,72.0,118.0,1085.0
Glioma,80.0,110.0,125.0,131.0,945.0
Meningioma,77.0,99.0,130.0,131.0,1696.0
